Date of Posting,Creator Name,Post Link,Views,Plays,Likes,Comments,Engagement Score,Virality Score,Transcript,Topic,Take for the topic,Hook Format,Story Telling Flow,CTA
2024-05-29,Mikita,https://www.instagram.com/moneyforkids/p/94528280038/,1499808,1633693,98739,4186,6.86,100,[Transcript for 'Montessori at home' — Bold controversial statement format],Montessori at home,The tiny habit that transformed our mornings,Bold controversial statement,Question > Answer > Evidence > CTA,Follow for more parenting tips
2024-08-12,Kriti S Gupta,https://www.instagram.com/explorewithmommy/p/52090904629/,67843,94758,5426,156,8.23,52.0,[Transcript for 'Unschooling vs traditional schooling' — Stat shock format],Unschooling vs traditional schooling,How I changed my approach after 3 years of struggling,Story-based open loop,Myth > Truth > Example > CTA,Share with a parent friend
2024-05-24,Payal V. Narang,https://www.instagram.com/playfulparenthood/p/39969032451/,1381911,863876,93243,2469,6.93,100,[Transcript for 'Screen time limits for toddlers' — Question hook format],Screen time limits for toddlers,Why gentle parenting is not permissive parenting,Before vs After,Problem > Agitate > Solve,Tag a mom who needs this
2024-04-23,Sangeetha,https://www.instagram.com/sangeetharofficial/p/20659294133/,946754,878937,39031,4457,4.59,100,[Transcript for 'Positive discipline techniques' — Stat shock format],Positive discipline techniques,What pediatricians wish parents knew,Stat shock,Problem > Agitate > Solve,DM me GUIDE for the free resource
2025-06-18,Dr Medhat Abu Shaaban,https://www.instagram.com/doctormedhat/p/46594770789/,1837963,1651742,101860,10435,6.11,100,[Transcript for 'Language development milestones' — Stat shock format],Language development milestones,How this changed my relationship with my toddler overnight,Myth busting,Problem > Agitate > Solve,Save this for later
2024-05-01,Ankita B Chandak,https://www.instagram.com/followyourchild/p/29326393643/,1451813,1345858,185868,8246,13.37,100,[Transcript for 'Screen time limits for toddlers' — Stat shock format],Screen time limits for toddlers,Why gentle parenting is not permissive parenting,Story-based open loop,Problem > Agitate > Solve,Tag a mom who needs this
2024-07-31,Hollie Mayes,https://www.instagram.com/hollie_mayes/p/87956542293/,1493302,1955329,179786,11318,12.8,100,[Transcript for 'Age-appropriate chores' — Relatable struggle format],Age-appropriate chores,The tiny habit that transformed our mornings,Myth busting,Hook > Story > Lesson > CTA,Tag a mom who needs this
2024-04-27,Parent Wisdom,https://www.instagram.com/parent.wisdom/p/71237040838/,2231231,1828009,159020,3767,7.3,100,[Transcript for 'ADHD parenting tips' — Question hook format],ADHD parenting tips,What pediatricians wish parents knew,Relatable struggle,Question > Answer > Evidence > CTA,Tag a mom who needs this
2025-04-27,Dr. Gaayatri Rathod,https://www.instagram.com/psychiatrist.mom/p/51847652396/,52203,33630,3188,273,6.63,13.0,[Transcript for 'Screen time limits for toddlers' — Failure confession format],Screen time limits for toddlers,The uncomfortable truth about modern childhood,Question hook,Myth > Truth > Example > CTA,Comment your experience below
2024-04-20,Shivani Kapoor,https://www.instagram.com/cafeparent/p/83697993927/,1643436,1957922,144642,15850,9.77,100,[Transcript for 'Digital detox for families' — Stat shock format],Digital detox for families,How I changed my approach after 3 years of struggling,Failure confession,Before > Turning point > After,Tag a mom who needs this
2024-09-21,Anishkaa Malpani,https://www.instagram.com/anishkaa_malpani/p/87705017365/,772368,556477,55094,5586,7.86,100,[Transcript for 'Unschooling vs traditional schooling' — Before vs After format],Unschooling vs traditional schooling,How this changed my relationship with my toddler overnight,Bold controversial statement,Before > Turning point > After,DM me GUIDE for the free resource
2024-12-21,Ambika Agarwal,https://www.instagram.com/true_parenting_story/p/64239496149/,1400146,1573268,154004,13961,12.0,100,[Transcript for 'Co-sleeping pros and cons' — Stat shock format],Co-sleeping pros and cons,Most parents are doing it wrong — here's what research says,Story-based open loop,Hook > Story > Lesson > CTA,Save this for later
2024-07-15,Meg Rogerson,https://www.instagram.com/meg.rogerson_author/p/28152105445/,824540,1010779,92742,2586,11.56,100,[Transcript for 'Financial literacy for kids' — Question hook format],Financial literacy for kids,The tiny habit that transformed our mornings,Question hook,Problem > Agitate > Solve,Comment your experience below
2024-09-29,Sneha Tapadia,https://www.instagram.com/tapadia.sneha/p/63267859272/,1011548,1271031,98845,2304,10.0,100,[Transcript for 'Screen time limits for toddlers' — Story-based open loop format],Screen time limits for toddlers,The tiny habit that transformed our mornings,Before vs After,Hook > Story > Lesson > CTA,DM me GUIDE for the free resource
2024-10-22,drtristha,https://www.instagram.com/drtristha/p/45466021731/,406306,415864,30155,1120,7.7,100,[Transcript for 'Age-appropriate chores' — Story-based open loop format],Age-appropriate chores,Most parents are doing it wrong — here's what research says,Failure confession,Hook > Story > Lesson > CTA,Share with a parent friend
2025-05-25,Ambika Agarwal,https://www.instagram.com/true_parenting_story/p/71149312630/,858060,761123,70351,1487,8.37,100,[Transcript for 'Positive discipline techniques' — Relatable struggle format],Positive discipline techniques,Most parents are doing it wrong — here's what research says,Question hook,Hook > Story > Lesson > CTA,Share with a parent friend
2025-01-28,Lauren Mejia,https://www.instagram.com/motherhood.and.montessori/p/47649271889/,862255,721088,110072,3517,13.17,100,[Transcript for 'Montessori at home' — Question hook format],Montessori at home,Most parents are doing it wrong — here's what research says,Story-based open loop,Myth > Truth > Example > CTA,DM me GUIDE for the free resource
2024-10-22,Meg Rogerson,https://www.instagram.com/meg.rogerson_author/p/18972446113/,868779,1146553,47246,2184,5.69,100,[Transcript for 'Age-appropriate chores' — Failure confession format],Age-appropriate chores,Why gentle parenting is not permissive parenting,Before vs After,Question > Answer > Evidence > CTA,Save this for later
2025-06-21,ParulYadav,https://www.instagram.com/the.corporate.momm/p/61616057212/,1690186,2238552,154430,6316,9.51,100,[Transcript for 'Teaching consent to toddlers' — Before vs After format],Teaching consent to toddlers,Most parents are doing it wrong — here's what research says,Bold controversial statement,Before > Turning point > After,Share with a parent friend
2024-02-12,Shivani Kapoor,https://www.instagram.com/cafeparent/p/25843240054/,1232995,1310638,126739,6567,10.81,100,[Transcript for 'Co-sleeping pros and cons' — Before vs After format],Co-sleeping pros and cons,Most parents are doing it wrong — here's what research says,Stat shock,Hook > Story > Lesson > CTA,Link in bio for the full guide
2025-01-28,Kriti S Gupta,https://www.instagram.com/explorewithmommy/p/65030322604/,2277098,2881221,293443,10894,13.37,100,[Transcript for 'Digital detox for families' — Myth busting format],Digital detox for families,How I changed my approach after 3 years of struggling,Relatable struggle,Hook > Story > Lesson > CTA,Share with a parent friend
